text,
"mantap barang sampe tujuan tanpa cacat, tq lazada",isi ini ya ges (positive/neutral/negative)
"Sampe juga cuy, semoga awet yak",isi ini ya ges (positive/neutral/negative)
tv nya bagus.wktu pesan mo tunggu kesbek 600 nya hilang udh kepencet anak sya saat diskon blom mulai.,isi ini ya ges (positive/neutral/negative)
barang sudah di terima tpi blm sempat di cek krena suami dinas ke luar kota mudah2an tidak  ada masalah,isi ini ya ges (positive/neutral/negative)
"barang bagus sesuai deskripsi, sudah support dvb-t2 juga , cuma minus di pengiriman, tolong berikan kami pilihan untuk memakai jasa logistik yang mana, agar konsumen merasa aman atas barang yang dikirim, dari surabaya ke jakarta gak pake packing kayu !!? hah ! untung barang berfungsi dengan baik :)",isi ini ya ges (positive/neutral/negative)
ud sampe tu boss ku.. tq y.. gud seller.. tapi lom di cek.. tar di video in y..,isi ini ya ges (positive/neutral/negative)
puas banget sama promo samsung dan lazada,isi ini ya ges (positive/neutral/negative)
"Produk Original.Kecepatan pengiriman sangat baik, dipesan tanggal 19 September malam, sampai tanggal 21 siang. Barang dikemas baik dan aman menggunakan bubble wrap, stereo foam dan pelindung kayu sehingga aman tiba di Aceh. Full HD, hanya saja tidak terlalu istimewa perbedaannya. Overall, Saya puas dg pembelian dan respon cepat nya Lazada.",isi ini ya ges (positive/neutral/negative)
"Beli di tgl 27, di proses tgl 29 & baru diterima di tgl 31. Kli ini agak kecewa di pengiriman, yg katanya ninja ekspres tapi pengiriman kaya keong.. Untuk TVnya sendiri alhamdulillah ga ada cacat walopun pengiriman pake motor & dilapisi bubble wrapp, semoga barangnya awet ya.",isi ini ya ges (positive/neutral/negative)
"Alhamdulillah barangnya sampai dengan selamat, walaupun packing cuma pake bubble wrap aja tapi barang aman tidak ada cacat, terima kasih 😀😀",isi ini ya ges (positive/neutral/negative)
"barang sesuai pesanan, pengiriman sesuai jadwal, pokoknya puassss👍👍👍",isi ini ya ges (positive/neutral/negative)
Paket mendarat dengan Selamat... Kualitas ok.,isi ini ya ges (positive/neutral/negative)
"bagus pengiriman ok, lumayan lama tapi good lah",isi ini ya ges (positive/neutral/negative)
"delivery 5 hari dari pembayaran ke barang sy terima.packing cuma pakai bublewrap..alhamdulilah kondisi tv aman.cuma sempet was-was saja kalau dipacking seperti itu.mestinya pakai peti kayu.dapat harga 3,2jt pas flashsale..semoga awet...tinggal nunggu kartu garansinya saja..",isi ini ya ges (positive/neutral/negative)
"Puas sekali belanja disini,  paket dikemas dengan aman memakai kayu dan bubble warp, tv sudah dicoba dan bagus (maaf foto ketiga agak buram karena asal jepret). Memang agak kurang baik di pengiriman saja sih karena terlambat dari tanggal estimasi yg awalnya tgl 22 des jadi 28 des, tp tidak masalah selama barang diterima dalam kondisi baik. Terimakasih atas layanan gratis ongkir ke pangkalpinang dan potongan harganya,  tv ini saya dapat dengan harga 3135 saat harbolnas 12.12, sebenernya bisa jadi 3085 karena dapet voucher potongan 50rb,  hanya saja lupa tidak terpakai. Maju terus untuk samsung dan lazada!  tambahkan terus ya voucher-voucher potongannya!!",isi ini ya ges (positive/neutral/negative)
Tv nya cukup bagus tapi ada agak buram pada pinggir bagian atas.trmksh,isi ini ya ges (positive/neutral/negative)
"saya ga trima barang nya,kok stts uda trima ya.",isi ini ya ges (positive/neutral/negative)
min tapi mau tanya kok blm ada kartu garansinya ya?,isi ini ya ges (positive/neutral/negative)
"Sesuai description, pengiriman cepat. Good!",isi ini ya ges (positive/neutral/negative)
"Baru 3 blnan tvnya rusak, tiba2 mati cm ada suaranya doang.",isi ini ya ges (positive/neutral/negative)
"TV nya bagus ..sesuai dengan pic nya di Lazada ..pengiriman cepat ..baru pesan tgl 12, dan tgl 13 nya sampai.. tidak ada cacat dan kurir nya juga baik. .thank lazada",isi ini ya ges (positive/neutral/negative)
"barang bagus pengiriman ninja exspres cepat sekali, cuma barang datang gk boleh di buka dulu baru bayar.  tp bayar dulu baru buka kenapa harus begitu unt ninja",isi ini ya ges (positive/neutral/negative)
"barang bagus original sesuai deskripsi, recommended bangt, pengiriman JNE top , puasssss belanja d lazada..",isi ini ya ges (positive/neutral/negative)
"Pengiriman melalui JNE sangat tidak memuaskan karena lamanya pengiriman padahal barang sudah ada sampai dikota tujuan, tetapi lama sekali untuk diantar ke rumah, sampai harus diambil ke gudang. saran saya Lazada harus mengganti partner pengirimannya. terima kasih",isi ini ya ges (positive/neutral/negative)
Barang sesuai pesanan trims,isi ini ya ges (positive/neutral/negative)
Mantap. Thx lazada,isi ini ya ges (positive/neutral/negative)
Barang sudah diterima ..sesuai pesanan...Trims,isi ini ya ges (positive/neutral/negative)
"thanks lazada , semalem tf besoknya sudah mendarat dengan selamat dirumah",isi ini ya ges (positive/neutral/negative)
mantulllll.. recommended.. cuma aga lama di pengiriman 4hr.. krn biasanya paling 2hr..,isi ini ya ges (positive/neutral/negative)
barang sampai dengan aman pengiriman cepat ga sampai 24 jam sudah sampai kurir ramah harga murah thank lazada...,isi ini ya ges (positive/neutral/negative)
"pengiriman aman sesuai jadwal, sdh dicoba barang bagus sesuai deskripsi",isi ini ya ges (positive/neutral/negative)
"terimakasih.. TV nya bagus.. Untuk Ninja, makasih juga, walau agak lama, tetapi tidak masalah.. saran saja, fitur tracking nya didetailkan, jadi kita tau barang kita udah sampai dimana.. tapi tidak masalah",isi ini ya ges (positive/neutral/negative)
"katanya dana sudah di kembalikan, di cek tp dana nya blm ada masuk sama sekali, tolong donk jangan buat kami kecewa,",isi ini ya ges (positive/neutral/negative)
"barang sudah sampai dengan selamat, packing rapi packing kayu + bubble wrap. mantap. cuma 1 kendala pengiriman lambat sekali. katanya sampai tgl 22 desember eh ternyata sampainya tgl 24 desember",isi ini ya ges (positive/neutral/negative)
barang bagus sayang ya tidak dipacking kayu padahal pengiriman jauh dari surabaya dan pengiriman agak memakan waktu sampe 10hari menggunakan jasa ninja express all in good tapi yg harus di prrhatikan lazada harus memilih expididisi yg lbh bagus lagi,isi ini ya ges (positive/neutral/negative)
"nice bgt ini .. sesuai gambar dan diskripsi, pengiriman juga cepet pesen dan bayar tgl 11 hari ini tgl 13 sampe .. recommanded bgt lah .. ga nyesel juga .. barang dipacking pakai bubble warp aja. tapi untung ttp aman dan selamat sampai tujuan .",isi ini ya ges (positive/neutral/negative)
"Mantapp,, trmakasih Samsung, trmakasih Lazada,tv nya sangat oke",isi ini ya ges (positive/neutral/negative)
mantaaappp...,isi ini ya ges (positive/neutral/negative)
Sesuai ekspetasi mantap pokoe,isi ini ya ges (positive/neutral/negative)
"packing rapi, kurir ramah, pengiriman lebih cepat. terima kasih lazada",isi ini ya ges (positive/neutral/negative)
"Paket sampai 6hari, barang bagus sesuai deskripsi hanya masih bingung tentang tekhnis garansi nya, thanks Lazada",isi ini ya ges (positive/neutral/negative)
"pengiriman cepat, barang bagus tidak ada yang cacat, min kok ga ada kartu garansinya ya?",isi ini ya ges (positive/neutral/negative)
mantul...trim lazadda,isi ini ya ges (positive/neutral/negative)
"kondisi oke,,, pakingnya jga mantap.. tks Lazada",isi ini ya ges (positive/neutral/negative)
barang bgs tp syng ninja ekspress pengirimannya sangat memgecewakan,isi ini ya ges (positive/neutral/negative)
memuaskan...dan pengiriman cepat sekali,isi ini ya ges (positive/neutral/negative)
"barang sesuai deskripsi. Saya pesen 3 unit lancar semua.. hanya kecewa di pengiriman., melebihi wktu Maksim AL penerimaan.. lebih 3 hari tepatnya dr maks pengirimann.",isi ini ya ges (positive/neutral/negative)
Save Arrived love it 😍,isi ini ya ges (positive/neutral/negative)
"Alhamdulillah... tivinya udah nyampe ni ,dngan keadaan baik.. Trimakasih lazada",isi ini ya ges (positive/neutral/negative)
puas sama barangnya,isi ini ya ges (positive/neutral/negative)
Barang bagus cepet sampai,isi ini ya ges (positive/neutral/negative)
alahmdulillah unit sampai sesuai ekspektasi..normal mulus lancar jaya...pengirimann juga cepett...,isi ini ya ges (positive/neutral/negative)
produk bagus,isi ini ya ges (positive/neutral/negative)
"Barang bagus sesuai Pesanan, cuma belum di test. overall Ok,.. Tks Samsung N lazada.",isi ini ya ges (positive/neutral/negative)
bagus banget dan cepet datang nya sehwri udah nyampe,isi ini ya ges (positive/neutral/negative)
walaupun sempat khawatir sama kondisi layar dalamnya (cuma pake bubble wrap),isi ini ya ges (positive/neutral/negative)
"barang bagus, pengiriman cepat... thanks",isi ini ya ges (positive/neutral/negative)
Everything is perfect,isi ini ya ges (positive/neutral/negative)
sampai dgn selamat....,isi ini ya ges (positive/neutral/negative)
makssih banyak,isi ini ya ges (positive/neutral/negative)
makasih banyak,isi ini ya ges (positive/neutral/negative)
mantull...,isi ini ya ges (positive/neutral/negative)
bagus...... gk kecewa,isi ini ya ges (positive/neutral/negative)
mantap 1 hari sampai subang..,isi ini ya ges (positive/neutral/negative)
bagussss mantappp dan pengirimannya cpt sekaliiii,isi ini ya ges (positive/neutral/negative)
baguus barang sudah datang pavking baik thanks lazada,isi ini ya ges (positive/neutral/negative)
gambar jernih suara nya mantap,isi ini ya ges (positive/neutral/negative)
bgus tv nya makasih lazada kurirnya baik makasih semoga awet trims lazada,isi ini ya ges (positive/neutral/negative)
keren banget...makasih ya..pengiriman jg cepat..,isi ini ya ges (positive/neutral/negative)
mantul sangat,isi ini ya ges (positive/neutral/negative)
trm ksh brgny sdh smpi tpi blm dicb sieh bgs g nya,isi ini ya ges (positive/neutral/negative)
Barang bagus dan berkualitas terutama sound nya Mantap banget,isi ini ya ges (positive/neutral/negative)
kirim cepat & produk sesuai deskripsi,isi ini ya ges (positive/neutral/negative)
Mantap👍👍👍👍👍,isi ini ya ges (positive/neutral/negative)
"yg ditunggu akhirnya dtg jg,mudah2an tv-nya awet.",isi ini ya ges (positive/neutral/negative)
puas bgt barang top bgt... kurirnya ramah dan baik bgt...,isi ini ya ges (positive/neutral/negative)
"Belum di coba, smoga bagus juga",isi ini ya ges (positive/neutral/negative)
gud,isi ini ya ges (positive/neutral/negative)
kartu garansiny g ada...,isi ini ya ges (positive/neutral/negative)
Tv nya bagus banget dan pengiriman nya 1 hari sampai. Real pict deh pokoknya. Semoga awet dah,isi ini ya ges (positive/neutral/negative)
"packing rapi, kualitas bagus, pengiriman tepat waktu",isi ini ya ges (positive/neutral/negative)
Biar bintang yg bicara,isi ini ya ges (positive/neutral/negative)
Barang sudah di terima.  Paket pakai buble. Gak ada yg lecet mantap tq,isi ini ya ges (positive/neutral/negative)
Sesuai pesanan tks yaa,isi ini ya ges (positive/neutral/negative)
harga jauh lebih murah dari pada di market besar. top lahhh. sesuai harapan.,isi ini ya ges (positive/neutral/negative)
recomended,isi ini ya ges (positive/neutral/negative)
top dehh,isi ini ya ges (positive/neutral/negative)
good,isi ini ya ges (positive/neutral/negative)
siiiip,isi ini ya ges (positive/neutral/negative)
Lumayan,isi ini ya ges (positive/neutral/negative)
Perfect,isi ini ya ges (positive/neutral/negative)
"Pengiriman sangat cepat, order rabu pagi kamis siang sudah sampai...TV nya berfungsi dengan baik...,remotnya masih remot biasa..jado kalau mau pakai magic renot harus beli sendiri...dan harganya mantulll....pas dapat promo..thanks lazada",isi ini ya ges (positive/neutral/negative)
"BARANG HANCUR TOTAL... GA ADA PENGAMAN APAPUN SELAIN PLASTIK BUBLE, tp lazada ttp hebat.. uangnya d refaund utuh",isi ini ya ges (positive/neutral/negative)
Barang baru dan original... Pengiriman super cepat... Pemasangan mudah... Langsung update webOS terbaru saat ada koneksi internet... Belum ada magic remote (masih remote biasa)...,isi ini ya ges (positive/neutral/negative)
barang di terima tapi rusak pecah,isi ini ya ges (positive/neutral/negative)
mantul.. mantap betul... kekurangannya cuma di pilihan aplikasi webOs nya gag sebanyak dan sekeren di os android.,isi ini ya ges (positive/neutral/negative)
"Cek toko sebelah dapat bracket, agak kaget aja gak dapat pas beli. Pengiriman 3 hari sejak dibeli. Barang bagus",isi ini ya ges (positive/neutral/negative)
barang sampai dengan selamat.sesuai pesanan saya tp klo bs cara packing nya di per aman,isi ini ya ges (positive/neutral/negative)
bagus. cepet nyampe. murah. paket ga pake packing kayu. cuma dibungkus bubble wrap,isi ini ya ges (positive/neutral/negative)
Barang sesuai pesanan Dan packing rapi,isi ini ya ges (positive/neutral/negative)
"tv nya bagus, tp sayang pengiriman nya lama",isi ini ya ges (positive/neutral/negative)
"sesuai deskripsi,,tv diterima dalam keadaan baik,wrapping rapi...",isi ini ya ges (positive/neutral/negative)
Mantap pesanan sehari sampai respon cepat  product juga benar2 bagus thanks..,isi ini ya ges (positive/neutral/negative)
Awalnya waswas karena tidak di packing kayu dan saat sampai pun bagian bubble wrap ada yg sobek. tetapi sampai tgl 26 ini tv mantap tidak ada kendala di terima tanggal 12. nice deh.,isi ini ya ges (positive/neutral/negative)
"barang udah nyampe dgn selamat,,alhamdulillah selamat,tapi bikin ketir ketir Gk packingnya kayu menakutkan.jadi untuk pembelian yg ke dua saya reques packingnya kayu,kok Gk ada kartu garansinya,tolong lazada di tindak lanjuti kartu garansinya,dan menjadi profesional.",isi ini ya ges (positive/neutral/negative)
"Baru sempat kasih ulasan, alhamdulillah barang sampai sesuai harapan tanpa kurang suatu apapun kecuali kartu garansi, overall puas. Chanel ada 2 yg biasa msh ada bintik sma chanel yg digital HD mulus banget,",isi ini ya ges (positive/neutral/negative)
"3 hari dr pemesanan udh nyampe, termasuk cepat, barang saya trima dlm keadaan utuh kemasannya, dan saya buka aman dlmnya, awalnya takut2 aja klo smpe knp2 dlmnya krn cm pke buble wrap, tp alhamdulillah aman, mantapp lah pokoknya...",isi ini ya ges (positive/neutral/negative)
Expedisi pengiriman agak lambat ya mungkin karena apa ngga tau juga. Tapi barang nya sampe dengan selamat dan berfungsi dengan baik,isi ini ya ges (positive/neutral/negative)
"Alhamdulillah dpt flash sale, koNdisi barang baik, haNya peNgiriman saja yg agak Lama... tapi tak apaLah, tErbayar dgn kuaLitas tv Nya...",isi ini ya ges (positive/neutral/negative)
"Produk ori, kartu garansi ada dlm buku manual ternyata. Tapi invoice nya, sy belum terima. Bolehkah tolong dikirimkan ke email saya. Trimakasih Terimakasih seller dan Lazada Dikirimnya tidak pake packing kayu",isi ini ya ges (positive/neutral/negative)
Pertama beli tv lewat lazada harap2 cemas......ternyata semua aman..... Barang selamat sampai tujuan.....di tunggu invoice nya,isi ini ya ges (positive/neutral/negative)
"kualitas produk sangat baik.., pengiriman agak lambat mungkin karena faktor kabut asap..  tapi terima kasih sudah antar pesanan saya dengan selamat",isi ini ya ges (positive/neutral/negative)
alhamdulillah barang mendarat dengan selamat.  semoga awet.. pengiriman cepat ke malang cuma sehari terima kasih lazada gambar bersih jernih,isi ini ya ges (positive/neutral/negative)
alhamdulillah brg sampai dgn sempurna....brg ori dpt hrga terbaik di 9.9...terimakasih lazada.the bestlah pokoknyaa..,isi ini ya ges (positive/neutral/negative)
di terima dalam keadaan baik dan bagus mantabbbb...,isi ini ya ges (positive/neutral/negative)
"Barang nya sudah mendarat dengan baik dan mulus . belum di coba sih hehehe , semoga mulus ga ada kendala 🤭 aamiin . Terimakasih yaa",isi ini ya ges (positive/neutral/negative)
"mantap gan terbaik HD, wireless OK, streaming Ok. menurut saya utk volumenya harus di ruang tertutup baru kedenger kenceng tpi g maslah. over All nice TV kurir ramah & brang dipacking + cover dengan baik terima kasih lazada & samsung store.",isi ini ya ges (positive/neutral/negative)
Alhamdulillah bagus normal semua sesuai dengan yg diharapkan semoga awet makasih ya pak kurir ninjavan yg sopan dan ramah dan lazada 9.9 nya.,isi ini ya ges (positive/neutral/negative)
"Alhamdulillah mendarat dengan mulus, tidak ada cacat sama sekali, awal ny khawatir karena di bungkus dengan bubblewarp, tapi sejauh ini aman, semoga awet, terimakasih Samsung, terimakasih lazada",isi ini ya ges (positive/neutral/negative)
